join_index,sampling_index,origin,destination,area,ttpTravelTime,metadata
546,546,"39.916272400000004 , 32.815739","39.9166127 , 32.635265700000005",urban-urban,1828,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
547,547,"37.0424808 , 27.2400443","37.0899506 , 27.2869026",urban-urban,1828,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
548,548,"41.004537 , 39.7339132","40.9351471 , 39.6641908",urban-urban,1828,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
549,549,"39.8798243 , 32.6668966","39.8804298 , 32.8543638",urban-urban,1829,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
550,550,"40.976668200000006 , 28.866219400000002","41.1109649 , 29.000827400000002",urban-urban,1829,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
551,551,"36.5504344 , 36.1085804","36.4518371 , 36.2069373",urban-urban,1830,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
552,552,"38.0867196 , 41.511889200000006","38.022507000000004 , 41.5761892",urban-rural,1770,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
553,553,"38.7998196 , 35.444166","38.799291000000004 , 35.6468912",urban-urban,1831,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
554,554,"40.8394996 , 37.3372776","40.7864908 , 37.390632100000005",urban-urban,1831,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
555,555,"37.8036861 , 32.4190064","37.6979911 , 32.4188057",urban-urban,1768,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
556,556,"37.813051200000004 , 29.162818700000003","37.742594000000004 , 29.0918996",urban-urban,1832,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
557,557,"41.252122500000006 , 27.868843700000003","41.1755567 , 27.7920455",urban-urban,1768,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
558,558,"37.8952729 , 32.518145100000005","38.081579500000004 , 32.7046791",urban-urban,1767,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
559,559,"38.2500173 , 27.121148700000003","38.4130574 , 27.1210081",urban-rural,1833,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
560,560,"40.995453000000005 , 29.0312556","41.0849963 , 28.941636900000002",urban-urban,1767,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
561,561,"41.3289379 , 36.268720800000004","41.479533700000005 , 36.118713",rural-urban,1766,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
562,562,"41.017403 , 28.922277700000002","41.164751300000006 , 28.9221147",urban-urban,1834,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
563,563,"38.719953600000004 , 35.508022100000005","38.8705708 , 35.6586474",urban-urban,1765,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
564,564,"39.9765353 , 32.8347873","40.0789692 , 32.835221100000005",rural-urban,1765,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
565,565,"41.285901900000006 , 28.0099316","41.4015654 , 27.8945228",urban-urban,1836,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
566,566,"39.958731 , 32.8178129","39.8851389 , 32.891471200000005",urban-urban,1764,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
567,567,"40.394189000000004 , 36.059573300000004","40.2680719 , 36.185631400000005",urban-rural,1836,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
568,568,"37.035798400000004 , 35.3926826","37.0358484 , 35.150123",urban-rural,1763,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
569,569,"39.9792962 , 32.801138200000004","39.9798786 , 32.6301654",urban-urban,1838,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
570,570,"36.7759696 , 34.563265900000005","36.8730113 , 34.659979",urban-urban,1762,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
571,571,"38.462883600000005 , 27.1793508","38.2977184 , 27.179961900000002",urban-urban,1838,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
572,572,"40.906376800000004 , 29.228038100000003","41.0349141 , 29.228371000000003",urban-urban,1760,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
573,573,"41.5076374 , 35.9083343","41.422828200000005 , 35.9079391",urban-urban,1841,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
574,574,"41.0965622 , 28.997719500000002","40.9713507 , 28.8728751",urban-urban,1759,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
575,575,"41.559667000000005 , 35.911785200000004","41.4680018 , 36.0037463",urban-rural,1842,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
576,576,"38.702996600000006 , 35.4900029","38.703439 , 35.2545583",urban-urban,1843,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
577,577,"37.984580900000005 , 41.154018300000004","37.8809909 , 41.2571621",rural-urban,1757,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
578,578,"39.8420822 , 32.8487225","39.921459000000006 , 32.9275447",urban-urban,1845,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
579,579,"39.9231004 , 32.9209145","39.9227487 , 32.7059743",urban-rural,1755,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
580,580,"41.376322800000004 , 33.7660745","41.4756878 , 33.8648663",urban-urban,1755,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
581,581,"41.560304900000006 , 35.918647","41.4532054 , 35.918388900000004",urban-urban,1845,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
582,582,"41.442889900000004 , 27.379603300000003","41.4434404 , 27.476751200000002",rural-urban,1754,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
583,583,"38.5021897 , 27.712951800000003","38.410884800000005 , 27.6215547",urban-urban,1848,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
584,584,"40.2528475 , 29.002846","40.1657279 , 28.915210300000002",urban-urban,1751,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
585,585,"39.2696556 , 26.658866000000003","39.3318541 , 26.6584684",urban-urban,1849,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
586,586,"40.715241400000004 , 29.9269558","40.849507100000004 , 30.0609894",urban-urban,1750,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
587,587,"41.2307282 , 36.601381800000006","41.1700151 , 36.5404527",urban-urban,1852,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
588,588,"40.129556400000006 , 33.095569000000005","40.1290161 , 32.976571400000005",urban-urban,1852,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
589,589,"40.772694200000004 , 29.395764500000002","40.698837600000004 , 29.469052",urban-urban,1852,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
590,590,"41.2122606 , 28.7044415","41.1456504 , 28.637611200000002",urban-urban,1747,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
591,591,"39.8468741 , 32.7533308","39.7645895 , 32.670549",urban-urban,1854,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
592,592,"39.9615634 , 32.7941176","39.8742553 , 32.8808342",urban-urban,1854,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
593,593,"36.936659600000006 , 34.9293223","36.818535000000004 , 34.929341900000004",urban-urban,1745,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
594,594,"37.0513319 , 37.3251681","37.1725816 , 37.446847500000004",urban-urban,1856,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
595,595,"39.663449 , 27.8766503","39.606954300000005 , 27.819700200000003",urban-urban,1744,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
596,596,"39.975573600000004 , 32.9139397","39.887901400000004 , 33.0010823",urban-urban,1742,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
597,597,"40.8997559 , 38.9217755","40.9406709 , 38.962508500000006",urban-urban,1859,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
598,598,"41.5591564 , 35.9076","41.6380253 , 35.986168400000004",urban-urban,1861,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
599,599,"40.302309300000005 , 29.0583324","40.173315200000005 , 29.1870255",urban-urban,1861,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
600,600,"41.000526900000004 , 39.712115600000004","41.0008161 , 39.525378",urban-urban,1861,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
601,601,"37.346618400000004 , 36.096958","37.4226073 , 36.1732515",rural-urban,1862,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
602,602,"38.3587172 , 38.322079300000006","38.4388256 , 38.402681300000005",urban-urban,1738,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
603,603,"41.8640655 , 34.5383398","41.832851500000004 , 34.570058",urban-urban,1737,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
604,604,"40.995261500000005 , 39.704519600000005","40.9372452 , 39.646805900000004",urban-urban,1864,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
605,605,"40.9230085 , 36.5869403","40.9577036 , 36.6219059",urban-urban,1736,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
606,606,"40.7673196 , 29.941825700000003","40.7675222 , 30.136567900000003",urban-urban,1866,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
607,607,"41.2488316 , 27.8791739","41.1209007 , 27.7513593",urban-rural,1867,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
608,608,"36.7935928 , 37.1468332","36.708009000000004 , 37.147256000000006",urban-urban,1867,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
609,609,"41.060836300000005 , 28.962889200000003","41.061286800000005 , 29.165790500000004",urban-urban,1868,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
610,610,"38.6743772 , 35.500191300000004","38.8015999 , 35.3730928",urban-urban,1870,"{""sample_routes"":{""date"":""2026-05-04"",""run_id"":""3ebadadff4624736ab2ecbe6c5b0e34f""},""join_samples"":{""date"":""2026-05-04"",""run_id"":""9310cc6ef64c44ecb447b8a8850b647e""},""upload_data"":{""date"":""2026-05-04"",""run_id"":""85a1fe30e0154a22a2ea6a7b813a2bfb""}}"
